Region,SOC,Occupation Title,Typical Entry Level Education,2025 Jobs,2025 - 2030 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
CA,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,11840,0.031074843,1170,39.26715256,81680
SD/I,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,1050,0.030144761,100,38.01226311,79070
LA,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,1670,0.047017121,170,40.19672516,83610
FN,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,620,0.0213794,60,32.15840829,66890
GS,51-8031,Water and Wastewater Treatment Plant and System Operators,High school diploma or equivalent,1180,0.031820975,120,41.19679777,85690
OC,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,140,-0.052410979,10,37.94388304,78920
IE/D,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,20,0.001113753,0,37.96126705,78960
Bay,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,360,-0.054539381,30,48.42515778,100720
SCC,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,80,-0.085439383,10,37.90226522,78840
CVML,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,40,0.088683784,0,38.03585895,79110
GS,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,30,0.080295943,0,41.98731234,87330
LA,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,280,-0.119660888,20,35.65978555,74170
FN,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,10,0.379265398,0,40.8979739,85070
SD/I,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,80,0.024876787,10,41.12165046,85530
CA,51-8091,Chemical Plant and System Operators,High school diploma or equivalent,1060,-0.049778487,100,42.09,87550
GS,51-8092,Gas Plant Operators,High school diploma or equivalent,250,0.100856803,30,57.90285375,120440
Bay,51-8092,Gas Plant Operators,High school diploma or equivalent,860,0.005704459,90,66.4693493,138260
IE/D,51-8092,Gas Plant Operators,High school diploma or equivalent,100,0.00174215,10,59.89000249,124570
OC,51-8092,Gas Plant Operators,High school diploma or equivalent,40,0.014091987,0,57.22336761,119020
CA,51-8092,Gas Plant Operators,High school diploma or equivalent,1880,0.025412029,200,62.61,130230
SCC,51-8092,Gas Plant Operators,High school diploma or equivalent,30,-0.016479829,0,57.31524803,119220
CVML,51-8092,Gas Plant Operators,High school diploma or equivalent,240,0.099958731,30,54.96836708,114330
FN,51-8092,Gas Plant Operators,High school diploma or equivalent,50,0.029563712,10,61.70069114,128340
LA,51-8092,Gas Plant Operators,High school diploma or equivalent,190,-0.023053979,20,60.95813075,126790
SD/I,51-8092,Gas Plant Operators,High school diploma or equivalent,120,-0.036321001,10,47.55002695,98900
LA,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,1320,-0.027043753,140,26.42019643,54950
SD/I,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,940,0.05002938,110,29.91918792,62230
OC,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,590,-0.005863122,60,27.68745489,57590
FN,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,150,0.200546113,20,24.90295825,51800
SCC,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,370,0.040396197,50,26.44509281,55010
CA,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,5840,0.036859382,700,28.00735619,58260
GS,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,200,0.240774109,30,24.3941722,50740
Bay,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,1270,0.008410815,150,32.25248341,67090
IE/D,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,400,0.048158735,50,24.02136608,49960
CVML,51-9011,Chemical Equipment Operators and Tenders,High school diploma or equivalent,430,0.103685235,60,24.31717963,50580
GS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,2310,0.046015191,300,26.07573898,54240
OC,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,7540,-0.012694872,880,25.30337438,52630
SD/I,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,6380,-0.009004411,750,28.37696534,59020
FN,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,630,0.047534005,80,24.89868494,51790
LA,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,14550,-0.035535861,1670,24.47780123,50910
SCC,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,3170,0.000661872,380,25.52910946,53100
CA,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,62920,0.000970596,7570,26.04319446,54170
Bay,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,14320,-0.003585885,1700,28.33858916,58940
CVML,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,5800,0.04892019,750,23.47824157,48830
IE/D,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,6060,0.020260629,740,22.65333068,47120
IE/D,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,370,-0.047455729,40,18.23636161,37930
GS,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,180,-0.058434176,20,21.31421522,44330
OC,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,480,-0.013162454,60,25.40409951,52840
FN,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,60,-0.13265706,10,21.66624574,45070
LA,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,1520,-0.066416504,180,27.00205394,56160
SD/I,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,450,-0.066495398,50,30.60196037,63650
SCC,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,210,-0.086051267,20,22.74955157,47320
CA,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,4360,-0.056148369,530,25.51954856,53080
Bay,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,760,-0.059995618,90,26.66497631,55460
CVML,51-9071,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,300,-0.035888167,40,27.45926373,57120
LA,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,860,0.000589327,100,21.68365009,45100
IE/D,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,270,-0.081499035,30,27.36834561,56930
SCC,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,240,-0.071948451,30,23.86163443,49630
GS,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,250,0.122394822,40,25.08515723,52180
CVML,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,240,-0.061760621,30,23.18621108,48230
Bay,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,670,-0.017286609,80,29.03672658,60400
SD/I,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,310,-0.061244974,40,24.45361688,50860
FN,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,40,0.005869688,0,26.92121661,56000
OC,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,1860,0.010348393,230,22.74625866,47310
CA,51-9081,Dental Laboratory Technicians,High school diploma or equivalent,4820,-0.008475181,590,22.85220184,47530
CA,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,1840,0.043396893,240,22.60469883,47020
SD/I,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,110,0.013727052,10,20.43793585,42510
IE/D,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,110,0.062319138,20,22.75434619,47330
LA,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,390,0.035396736,50,23.39745784,48670
GS,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,100,0.120985341,10,20.51388283,42670
SCC,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,120,-0.007279664,20,24.04024596,50000
Bay,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,330,0.019405415,40,26.204107,54500
CVML,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,140,0.058004192,20,21.08603113,43860
OC,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,470,0.04357622,60,24.4016192,50760
FN,51-9083,Ophthalmic Laboratory Technicians,High school diploma or equivalent,20,-0.045024538,0,22.10805496,45980
CVML,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,50,-0.118014385,10,25.99278361,54060
CA,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,4850,0.03735992,570,23.08698042,48020
FN,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,0,0.226500373,0,24.7814684,51550
SCC,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,120,-0.013252774,10,27.92849908,58090
LA,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,440,0.062480989,50,17.64549657,36700
Bay,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,2940,0.001340606,320,23.82616834,49560
GS,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,50,0.087667555,10,18.19107807,37840
OC,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,660,0.095266903,90,21.58169346,44890
IE/D,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,120,0.011103469,10,26.17186088,54440
SD/I,51-9141,Semiconductor Processing Technicians,High school diploma or equivalent,320,0.022825896,40,22.79323465,47410
IE/D,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,1940,-0.061271255,170,23.78415705,49470
SD/I,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,1920,-0.041023522,170,26.38586809,54880
Bay,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,4360,-0.047780725,400,28.53699064,59360
SCC,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,1430,-0.05626499,130,27.78285621,57790
CA,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,21360,-0.052839944,1940,27.16634216,56510
FN,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,170,-0.047606337,20,25.49756415,53030
LA,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,6020,-0.075961097,540,26.42029573,54950
CVML,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,960,0.003825465,90,25.41276714,52860
GS,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,640,0.006928983,60,25.49429336,53030
OC,51-9161,Computer Numerically Controlled Tool Operators,High school diploma or equivalent,3570,-0.057038144,320,26.46976912,55060
SCC,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,160,0.068768015,20,32.41868731,67430
LA,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,810,0.01895219,80,39.76433143,82710
CA,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,2920,0.047530853,300,39.46225831,82080
FN,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,10,0.169454135,0,35.97830751,74830
Bay,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,720,0.04671486,70,47.79874563,99420
GS,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,70,0.120309646,10,35.58484251,74020
SD/I,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,260,0.064156157,30,38.45286931,79980
OC,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,470,0.041661111,50,40.07980927,83370
IE/D,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,260,0.042270775,30,33.75291282,70210
CVML,51-9162,Computer Numerically Controlled Tool Programmers,Postsecondary nondegree award,100,0.096765413,10,34.7099834,72200
CVML,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,520,0.044888224,70,23.65539264,49200
SD/I,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,360,-0.039964553,40,22.71447805,47250
FN,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,120,0.066794367,20,25.63682276,53320
Bay,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,860,-0.038863508,100,26.09449728,54280
CA,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,4180,-0.014503342,520,23.26982993,48400
GS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,330,0.030344743,40,23.4594914,48800
OC,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,300,-0.055242068,40,22.91564699,47660
IE/D,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,630,-0.002501024,80,22.93178645,47700
SCC,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,200,0.015148566,30,23.99547267,49910
LA,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",High school diploma or equivalent,820,-0.044910699,100,22.21808575,46210
FN,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,0,0.062600992,0,28.06562031,58380
SD/I,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,80,0.095877487,10,35.81799678,74500
LA,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,630,0.050406767,70,29.10935686,60550
CVML,53-1041,Aircraft Cargo Handling Supervisors,High school diploma or equivalent,20,0.083990468,0,34.53489885,71830
