Region,SOC,Description,Typical Entry Level Education,2024 Jobs,2024 - 2029 % Change,Average Annual Job Openings,Median Hourly Earnings,Median Annual Earnings
IE/D,35-2011,"Cooks, Fast Food",No formal educational credential,17640,-0.008384882,2680,17,35180
Bay,35-2011,"Cooks, Fast Food",No formal educational credential,20340,-0.031683773,3030,20,41000
FN,35-2011,"Cooks, Fast Food",No formal educational credential,2150,-0.083556245,310,17,36290
SCC,35-2011,"Cooks, Fast Food",No formal educational credential,3010,-0.043812357,440,18,36570
OC,35-2011,"Cooks, Fast Food",No formal educational credential,15840,-0.017562384,2380,17,34930
CVML,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,2930,0.132427019,540,20,42190
OC,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,2250,0.0933124,390,22,45210
CA,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,31520,0.103836521,5630,22,45570
SD/I,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,3200,0.102111711,570,21,44630
LA,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,7600,0.096662136,1340,21,44610
SCC,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,920,0.121648328,170,21,44240
Bay,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,8100,0.096074782,1430,23,48350
FN,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,870,0.090252677,150,21,42830
IE/D,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,2630,0.125291341,490,21,44010
GS,35-2012,"Cooks, Institution and Cafeteria",No formal educational credential,1940,0.107143672,350,21,44650
FN,35-2013,"Cooks, Private Household",Postsecondary nondegree award,0,0.108904078,0,21,44180
Bay,35-2013,"Cooks, Private Household",Postsecondary nondegree award,20,0.149885878,0,24,49270
LA,35-2013,"Cooks, Private Household",Postsecondary nondegree award,40,0.107375677,10,24,49090
SD/I,35-2013,"Cooks, Private Household",Postsecondary nondegree award,10,0.128890634,0,23,48050
CVML,35-2013,"Cooks, Private Household",Postsecondary nondegree award,0,0.083738412,0,20,42110
IE/D,35-2013,"Cooks, Private Household",Postsecondary nondegree award,10,0.317961994,0,22,45510
GS,35-2013,"Cooks, Private Household",Postsecondary nondegree award,0,0.667865774,0,23,47080
OC,35-2013,"Cooks, Private Household",Postsecondary nondegree award,10,0.120675616,0,23,47610
CA,35-2013,"Cooks, Private Household",Postsecondary nondegree award,100,0.145090778,20,23,48600
SCC,35-2013,"Cooks, Private Household",Postsecondary nondegree award,0,0.164498319,0,22,45930
SCC,35-2014,"Cooks, Restaurant",No formal educational credential,5370,0.10726783,960,20,40950
OC,35-2014,"Cooks, Restaurant",No formal educational credential,17410,0.114212547,3150,20,42300
LA,35-2014,"Cooks, Restaurant",No formal educational credential,40260,0.118799428,7330,22,45550
SD/I,35-2014,"Cooks, Restaurant",No formal educational credential,16360,0.126244152,3010,22,44940
CVML,35-2014,"Cooks, Restaurant",No formal educational credential,11740,0.130361261,2170,18,38250
IE/D,35-2014,"Cooks, Restaurant",No formal educational credential,16840,0.143136155,3170,19,38720
GS,35-2014,"Cooks, Restaurant",No formal educational credential,10010,0.119531247,1820,21,42860
Bay,35-2014,"Cooks, Restaurant",No formal educational credential,40090,0.096931983,7060,22,45880
FN,35-2014,"Cooks, Restaurant",No formal educational credential,3010,0.035142122,480,19,39520
CA,35-2014,"Cooks, Restaurant",No formal educational credential,165970,0.115338402,30060,21,44210
Bay,35-2015,"Cooks, Short Order",No formal educational credential,8020,-0.001655016,1220,21,42640
FN,35-2015,"Cooks, Short Order",No formal educational credential,740,-0.052331266,110,17,35930
OC,35-2015,"Cooks, Short Order",No formal educational credential,4290,0.01018692,660,18,37450
GS,35-2015,"Cooks, Short Order",No formal educational credential,1520,0.012556036,240,18,38090
CA,35-2015,"Cooks, Short Order",No formal educational credential,34770,0.007337654,5350,19,38960
SD/I,35-2015,"Cooks, Short Order",No formal educational credential,2500,0.017367453,390,17,35630
IE/D,35-2015,"Cooks, Short Order",No formal educational credential,2380,0.033633509,380,17,35790
CVML,35-2015,"Cooks, Short Order",No formal educational credential,2720,0.017760325,420,17,35710
SCC,35-2015,"Cooks, Short Order",No formal educational credential,750,0.002512931,110,18,37670
LA,35-2015,"Cooks, Short Order",No formal educational credential,10550,0.006381577,1620,19,39580
FN,35-2019,"Cooks, All Other",No formal educational credential,30,0.010182263,10,21,42690
IE/D,35-2019,"Cooks, All Other",No formal educational credential,410,0.089053734,70,17,34830
OC,35-2019,"Cooks, All Other",No formal educational credential,420,0.069042886,70,17,36200
GS,35-2019,"Cooks, All Other",No formal educational credential,140,0.081026045,20,18,38440
CA,35-2019,"Cooks, All Other",No formal educational credential,4450,0.070314851,750,19,39400
SCC,35-2019,"Cooks, All Other",No formal educational credential,140,0.073181267,20,18,36420
Bay,35-2019,"Cooks, All Other",No formal educational credential,1360,0.061906903,230,21,43320
CVML,35-2019,"Cooks, All Other",No formal educational credential,300,0.091806197,50,17,35240
SD/I,35-2019,"Cooks, All Other",No formal educational credential,310,0.100034451,60,18,36920
LA,35-2019,"Cooks, All Other",No formal educational credential,1140,0.0632953,190,18,36970
Bay,35-2021,Food Preparation Workers,No formal educational credential,23250,0.017542806,4310,19,40510
FN,35-2021,Food Preparation Workers,No formal educational credential,1680,-0.020150844,300,17,35970
LA,35-2021,Food Preparation Workers,No formal educational credential,27760,0.027868388,5210,18,37910
CVML,35-2021,Food Preparation Workers,No formal educational credential,8080,0.04012113,1550,17,36050
SCC,35-2021,Food Preparation Workers,No formal educational credential,2580,0.025831137,480,18,36770
SD/I,35-2021,Food Preparation Workers,No formal educational credential,8480,0.040940383,1620,18,38040
IE/D,35-2021,Food Preparation Workers,No formal educational credential,9080,0.060310884,1790,18,37930
CA,35-2021,Food Preparation Workers,No formal educational credential,100640,0.029216143,18960,18,38100
OC,35-2021,Food Preparation Workers,No formal educational credential,10320,0.026013479,1930,18,36550
GS,35-2021,Food Preparation Workers,No formal educational credential,5950,0.02362246,1110,18,38010
FN,35-3011,Bartenders,No formal educational credential,1500,0.015844693,260,17,34870
CVML,35-3011,Bartenders,No formal educational credential,4730,0.122970049,950,16,33960
LA,35-3011,Bartenders,No formal educational credential,14380,0.120576833,2890,17,36040
SD/I,35-3011,Bartenders,No formal educational credential,8870,0.099437127,1730,17,35220
SCC,35-3011,Bartenders,No formal educational credential,2490,0.127437221,500,17,34700
GS,35-3011,Bartenders,No formal educational credential,5860,0.094437208,1130,17,34640
OC,35-3011,Bartenders,No formal educational credential,6160,0.116954426,1230,16,34230
CA,35-3011,Bartenders,No formal educational credential,71160,0.103940771,13970,17,35890
IE/D,35-3011,Bartenders,No formal educational credential,6330,0.109208728,1250,17,35040
Bay,35-3011,Bartenders,No formal educational credential,18870,0.087852636,3620,19,39930
GS,35-3023,Fast Food and Counter Workers,No formal educational credential,29010,0.079610362,7460,18,37670
OC,35-3023,Fast Food and Counter Workers,No formal educational credential,43490,0.096616757,11420,17,35110
SD/I,35-3023,Fast Food and Counter Workers,No formal educational credential,42100,0.087915232,10940,17,35870
FN,35-3023,Fast Food and Counter Workers,No formal educational credential,8810,0.00983998,2080,17,36120
LA,35-3023,Fast Food and Counter Workers,No formal educational credential,104710,0.082737054,27030,18,37010
CA,35-3023,Fast Food and Counter Workers,No formal educational credential,441330,0.083933011,114110,18,36990
IE/D,35-3023,Fast Food and Counter Workers,No formal educational credential,51660,0.108099007,13740,17,36250
Bay,35-3023,Fast Food and Counter Workers,No formal educational credential,87630,0.068146761,22230,19,40520
SCC,35-3023,Fast Food and Counter Workers,No formal educational credential,12020,0.059454546,3010,18,36780
CVML,35-3023,Fast Food and Counter Workers,No formal educational credential,47360,0.096545089,12430,18,36410
LA,35-3031,Waiters and Waitresses,No formal educational credential,62200,0.049246292,13700,17,35830
SCC,35-3031,Waiters and Waitresses,No formal educational credential,8250,0.040572568,1790,16,34320
SD/I,35-3031,Waiters and Waitresses,No formal educational credential,25670,0.058267143,5720,17,35000
GS,35-3031,Waiters and Waitresses,No formal educational credential,16640,0.04352855,3640,17,35410
CA,35-3031,Waiters and Waitresses,No formal educational credential,248100,0.046534763,54490,17,35260
FN,35-3031,Waiters and Waitresses,No formal educational credential,4390,-0.026292277,890,16,34070
CVML,35-3031,Waiters and Waitresses,No formal educational credential,16920,0.05827742,3770,16,33590
Bay,35-3031,Waiters and Waitresses,No formal educational credential,57270,0.031582383,12330,19,38750
OC,35-3031,Waiters and Waitresses,No formal educational credential,27270,0.044647469,5970,16,33540
IE/D,35-3031,Waiters and Waitresses,No formal educational credential,22020,0.073167879,5010,17,35610
CVML,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,2510,0.080390254,490,17,35660
OC,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,2850,0.071595889,550,18,37430
FN,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,520,0.079435569,100,17,35390
LA,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,7610,0.084281698,1490,18,36640
GS,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,2040,0.091403231,400,18,37330
CA,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,30490,0.079442134,5940,18,37670
Bay,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,7860,0.066286806,1500,21,43870
SD/I,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,2810,0.078578439,550,18,36610
SCC,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,920,0.090511898,180,17,36380
IE/D,35-3041,"Food Servers, Nonrestaurant",No formal educational credential,2260,0.105765245,460,17,36080
IE/D,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,7350,0.087304369,1550,17,34370
Bay,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,18680,0.058999391,3780,19,39260
SCC,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,2930,0.065166926,600,16,34210
SD/I,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,9060,0.0794634,1880,17,35260
GS,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,4740,0.070212042,970,17,35160
CVML,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,4680,0.088408546,990,16,33880
LA,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,19400,0.075719807,4010,18,36530
CA,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,78660,0.07229798,16200,17,35780
OC,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,8260,0.073057707,1700,16,34230
FN,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,No formal educational credential,1050,0.016101377,200,16,34290
LA,35-9021,Dishwashers,No formal educational credential,19110,0.044221811,3430,18,38080
FN,35-9021,Dishwashers,No formal educational credential,1300,-0.021318236,220,17,34910
IE/D,35-9021,Dishwashers,No formal educational credential,7570,0.056294297,1390,17,35740
SD/I,35-9021,Dishwashers,No formal educational credential,7060,0.052665959,1290,18,36920
OC,35-9021,Dishwashers,No formal educational credential,7870,0.032979229,1390,17,35850
SCC,35-9021,Dishwashers,No formal educational credential,2310,0.03279499,410,17,35840
GS,35-9021,Dishwashers,No formal educational credential,4150,0.040980832,740,18,36500
Bay,35-9021,Dishwashers,No formal educational credential,16240,0.031211385,2860,20,40990
CVML,35-9021,Dishwashers,No formal educational credential,5210,0.049115264,950,17,34890
CA,35-9021,Dishwashers,No formal educational credential,73280,0.04092823,13120,18,37410
FN,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,750,-0.039062284,190,17,34760
SD/I,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,5340,0.047913339,1440,17,35330
LA,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,10380,0.046411406,2790,18,36980
OC,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,4700,0.046515145,1260,16,34110
IE/D,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,4230,0.066106775,1160,17,34990
GS,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,2490,0.043150381,670,17,34830
SCC,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,1560,0.033435755,410,17,34500
Bay,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,9520,0.027744763,2500,19,38820
CVML,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,2960,0.050184624,800,16,33920
CA,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",No formal educational credential,43130,0.042864847,11550,17,35870
